State;Community Number;Community Name;CRS Entry Date;Current Effective Date;Current Class;% Discount for SFHA;% Discount for Non- SFHA;Status
NJ;340467;Linden, City of ;01.10.1991;01.10.2002;8;10;5;C
NJ;340011;Linwood, City of ;01.10.2014;01.05.2020;5;25;10;C
NJ;340380;Little Egg Harbor, Township of ;01.05.2018;01.05.2018;6;20;10;C 
NJ;340401;Little Falls, Township of ;01.05.2010;01.10.2020;5;25;10;C
NJ;340046;Little Ferry, Borough of ;01.10.2015;01.10.2015;7;15;5;C
NJ;340047;Lodi, Borough of ;01.10.1992;01.10.1993;10;0;0;R
NJ;345301;Long Beach, Township of ;01.10.1992;01.10.2013;5;25;10;C
NJ;340307;Long Branch, City of ;01.05.2018;01.05.2018;7;15;5;C 
NJ;340356;Long Hill, Township of ;01.10.2017;01.10.2017;7;15;5;C
NJ;345302;Longport, Borough of ;01.10.1995;01.10.2013;5;25;10;C
NJ;340153;Lower, Township of;01.10.2018;01.10.2018;7;15;5;C
NJ;345303;Manasquan, Borough of ;01.10.1992;01.05.2018;5;25;10;C
NJ;340383;Mantoloking, Borough of ;01.10.1992;01.10.2013;5;25;10;C
NJ;340437;Manville, Borough of ;01.10.2014;01.05.2020;5;25;10;C
NJ;345304;Margate City, City of ;01.10.1992;01.10.2013;5;25;10;C
NJ;340313;Middletown, Township of ;01.05.2012;01.10.2013;6;20;10;C
NJ;340315;Monmouth Beach, Borough of  ;01.10.2017;01.10.2017;8;10;5;C
NJ;340188;Montclair, Township of ;01.10.1994;01.10.1995;10;0;0;R
NJ;340517;Mullica, Township of ;01.10.1994;01.05.2008;10;0;0;R
NJ;340209;National Park, Borough of ;01.10.2012;01.10.2017;8;10;5;C
NJ;340317;Neptune, Township of  ;01.05.2015;01.10.2020;5;25;10;C
NJ;340570;New Jersey Sports and Exposition Authority;01.10.1992;01.05.2009;7;15;5;C
NJ;345307;North Plainfield, Borough of ;01.10.1992;01.10.2009;8;10;5;C
NJ;345308;North Wildwood, City of   ;01.10.2000;01.05.2017;6;20;10;C
NJ;345309;Oakland, Borough of ;01.05.2017;01.05.2017;7;15;5;C
NJ;345310;Ocean City, City of ;01.10.1992;01.05.2020;4;30;10;C
NJ;340518;Ocean, Township of ;01.05.2014;01.05.2014;6;20;10;C
NJ;340319;Ocean Township ;01.10.2017;01.10.2017;8;10;5;C
NJ;340320;Oceanport, Borough of ;01.05.2010;01.10.2015;7;15;5;C
NJ;340110;Palmyra, Borough of ;01.10.2009;01.05.2015;7;15;5;C
NJ;340355;Parsippany-Troy Hills, Township of ;01.10.1991;01.05.2009;10;0;0;R
NJ;340512;Pennsville, Township of ;01.10.2016;01.10.2016;8;10;5;R
NJ;345311;Pequannock, Township of ;01.10.1991;01.10.2016;5;25;10;C
NJ;340272;Perth Amboy, City of ;01.10.2017;01.10.2017;9;5;5;C
NJ;345312;Plainfield, City of ;01.10.1991;01.10.1998;10;0;0;R
NJ;340015;Pleasantville, City of ;01.10.2014;01.05.2019;5;25;10;C
NJ;345313;Point Pleasant, Borough of ;01.10.1993;01.10.2015;7;15;5;C
NJ;340388;Point Pleasant Beach, Borough of ;01.10.1992;01.10.2015;6;20;10;C
NJ;345528;Pompton Lakes, Borough of ;01.10.1991;01.05.2013;5;25;10;C
NJ;345314;Rahway, City of ;01.10.1992;01.10.2018;7;15;5;C
NJ;340067;Ridgewood, Village of ;01.10.1992;01.10.2018;6;20;10;C
NJ;340359;Riverdale, Borough of ;01.10.1994;01.05.2014;8;10;5;C
NJ;340070;Rochelle Park, Township of ;01.10.2006;01.10.2019;7;15;5;M
NJ;340472;Roselle, Borough of ;01.10.1992;01.05.2013;7;15;5;C
NJ;340473;Roselle Park, Borough of   ;01.10.2015;01.10.2015;8;10;5;C
NJ;340474;Scotch Plains, Township of ;01.10.1994;01.10.1995;10;0;0;R
NJ;345317;Sea Bright, Borough of ;01.10.1992;01.10.2018;6;20;10;C
NJ;345318;Sea Isle City, City of ;01.10.1992;01.05.2018;3;35;10;C
NJ;340389;Seaside Heights, Borough of ;01.05.2017;01.05.2017;8;10;5;C
NJ;345319;Seaside Park, Borough of ;01.10.1992;01.05.2017;7;15;5;C
NJ;345320;Ship Bottom, Borough of ;01.10.1992;01.05.2009;7;15;5;C
NJ;340017;Somers Point, City of ;01.05.2018;01.05.2019;5;25;10;M
NJ;340280;South River, Borough of ;01.10.2014;01.10.2020;10;0;0;R
NJ;340329;Spring Lake, Borough of ;01.10.1994;01.05.2014;6;20;10;C
NJ;340393;Stafford, Township of ;01.10.1991;01.10.2013;5;25;10;C
NJ;345323;Stone Harbor, Borough of ;01.10.1994;01.05.2014;5;25;10;C
NJ;345324;Surf City, Borough of ;01.10.1992;01.05.2018;6;20;10;C
NJ;345293;Toms River, Township of ;01.10.1992;01.10.2018;7;15;5;C
NJ;340395;Tuckerton, Borough of ;01.10.1993;01.10.1998;10;0;0;R
NJ;340331;Union Beach, Borough of ;01.10.2003;01.10.2016;6;20;10;C
NJ;340159;Upper, Township of ;01.10.2011;01.05.2017;5;25;10;C
NJ;345326;Ventnor City, City of;01.10.1992;01.05.2018;5;25;10;C
NJ;340446;Warren, Township of ;01.05.2010;01.05.2015;8;10;5;C
NJ;345327;Wayne, Township of ;01.10.1991;01.05.2015;7;15;5;C
NJ;345328;West Wildwood, Borough of ;01.10.1993;01.10.2005;10;0;0;R
NJ;340081;Westwood, Borough of ;01.10.2016;01.10.2016;8;10;5;C
NJ;345329;Wildwood, City of ;01.05.2016;01.05.2018;5;25;10;C
NJ;345330;Wildwood Crest, Borough of ;01.10.1993;01.05.2014;6;20;10;C
NJ;345331;Woodbridge, Township of ;01.10.1992;01.10.2020;5;25;10;C
NJ;340412;Woodland Park, Borough of ;01.10.2016;01.10.2016;8;10;5;C
NM;350045;Alamogordo, City of ;01.10.1991;01.10.1991;9;5;5;C
NM;350002;Albuquerque, City of ;01.10.1993;01.10.2019;7;15;5;C
NM;350001;Bernalillo County  ;01.10.1993;01.05.2013;8;10;5;C
NM;350010;Clovis, City of ;01.10.1991;01.10.2013;8;10;5;C
NM;350012;Dona Ana County ;01.10.2003;01.10.2020;10;0;0;R
NM;350067;Farmington, City of ;01.10.1991;01.05.2017;8;10;5;C
NM;350029;Hobbs, City of ;01.10.1992;01.05.2008;8;10;5;C
NM;355332;Las Cruces, City of ;01.10.1991;01.10.2020;7;15;5;C
NM;350054;Portales, City of ;01.10.1995;01.10.1995;9;5;5;C
NM;350006;Roswell, City of ;01.10.1992;01.10.1992;9;5;5;C
NM;350064;San Juan County ;01.05.2008;01.10.2012;8;10;5;C
NY;360226;Amherst, Town of ;01.10.1995;01.10.2015;8;10;5;C
NY;360147;Ashland, Town of ;01.10.1991;01.05.2008;9;5;5;C
NY;360790;Babylon, Town of ;01.10.1992;01.10.1993;10;0;0;R
NY;360279;Batavia, City of ;01.10.2016;01.10.2016;7;15;5;C
NY;360988;Bayville, Village of ;01.10.1992;01.10.2003;8;10;5;C
NY;360148;Big Flats, Town of ;01.10.1991;01.10.1996;8;10;5;C
NY;361342;Brightwaters, Village of ;01.10.1993;01.10.1998;10;0;0;R
NY;360570;Camillus, Town of ;01.10.1996;01.10.2001;10;0;0;R
NY;360597;Canandaigua, City of ;01.10.2016;01.10.2016;8;10;5;C
NY;361055;Catlin, Town of ;01.10.1991;01.10.1997;10;0;0;R
NY;360149;Chemung, Town of ;01.10.1991;01.05.2008;9;5;5;C
NY;360040;Chenango, Town of ;01.05.2016;01.05.2016;9;5;5;C
NY;360772;Corning, City of ;01.10.1991;01.05.2008;9;5;5;C
NY;361336;East Fishkill, Town of   ;01.10.2015;01.10.2015;8;10;5;C
NY;360463;East Rockaway, Village of ;01.10.1992;01.10.1992;9;5;5;C
NY;360150;Elmira, City of ;01.10.1991;01.05.1997;8;10;5;C
NY;360151;Elmira, Town of ;01.10.1991;01.10.2016;10;0;0;R
NY;360774;Erwin, Town of ;01.10.1991;01.05.2019;10;0;0;C
NY;361194;Esperance, Town of ;01.10.2010;01.10.2010;9;5;5;C
NY;360197;Fleischmanns, Village of  ;01.05.2015;01.05.2015;9;5;5;C
NY;360464;Freeport, Village of ;01.10.1992;01.10.2009;7;15;5;C
NY;360466;Great Neck Estates, Village of ;01.10.2010;01.05.2017;10;0;0;R
NY;360417;Greece, Town of ;01.10.1992;01.05.2018;6;20;10;C
NY;360912;Harrison, Town of ;01.10.2014;01.05.2020;7;15;5;C
NY;360777;Hornellsville, Town of ;01.10.1991;01.10.1992;10;0;0;R
NY;360153;Horseheads, Town of ;01.10.1991;01.10.1991;9;5;5;C
NY;360154;Horseheads, Village of ;01.10.1991;01.10.1991;9;5;5;C
NY;360308;Ilion, Village of ;01.10.2000;01.10.2017;10;0;0;R
NY;360471;Island Park, Village of ;01.10.2020;01.10.2020;8;10;5;C
NY;360047;Johnson City, Village of ;01.10.1991;01.10.1991;9;5;5;C
NY;360247;Lackawanna, City of ;01.05.2003;01.10.2015;10;0;0;R
NY;360476;Lawrence, Village of ;01.10.1992;01.05.2013;10;0;0;R
NY;365338;Long Beach, City of ;01.10.2009;01.05.2016;7;15;5;C
NY;360916;Mamaroneck, Village of ;01.10.2014;01.10.2014;8;10;5;C
NY;360208;Margaretville, Village of  ;01.05.2015;01.05.2015;8;10;5;C
NY;360209;Middletown, Town of  ;01.05.2015;01.05.2015;7;15;5;C
NY;360118;Moravia, Village of ;01.05.2009;01.05.2009;8;10;5;C
NY;360506;Niagara Falls, City of ;01.10.1992;01.10.2002;8;10;5;C
NY;360801;Northport, Village of ;01.10.1994;01.10.2008;10;0;0;R
NY;360667;Oneonta, City of ;01.10.1994;01.05.2011;10;0;0;R
NY;360780;Pulteney, Town of ;01.10.1991;01.10.1993;10;0;0;R
NY;360932;Scarsdale, Village of ;01.10.1993;01.10.1998;8;10;5;C
NY;365342;Southampton, Town of ;01.10.1995;01.05.2013;10;0;0;R
NY;365343;Southampton, Village of ;01.10.1992;01.10.1993;10;0;0;R
NY;360156;Southport, Town of ;01.10.1991;01.05.2017;8;10;5;C
NY;360694;Suffern, Village of ;01.05.2018;01.05.2018;9;5;5;C 
NY;360595;Syracuse, City of ;01.10.1993;01.10.2016;7;15;5;C
NY;360056;Union, Town of ;01.10.1991;01.10.2008;8;10;5;C
NY;361057;Veteran, Town of ;01.10.1991;01.10.1996;10;0;0;R
NY;360215;Walton, Town of ;01.10.2016;01.10.2016;8;10;5;C
NY;360216;Walton, Village of ;01.10.2016;01.10.2016;8;10;5;C
NY;360157;Wellsburg, Village of ;01.10.1991;01.10.1991;9;5;5;C
NC;370404;Alliance, Town of ;01.10.1992;01.10.1992;9;5;5;C
NC;370032;Asheville, City of ;01.10.2014;01.10.2014;8;10;5;C
NC;370044;Atlantic Beach, Town of ;01.10.1992;01.10.1993;8;10;5;C
NC;370442;Bald Head Island, Village of;01.10.2020;01.10.2020;7;15;5;C
NC;370183;Bayboro, Town of ;01.10.1992;01.10.1992;9;5;5;C
NC;375346;Beaufort, City of ;01.10.1994;01.05.2017;7;15;5;C
NC;370015;Belhaven, Town of ;01.10.1993;01.10.2013;7;15;5;C
NC;370253;Boone, Town of ;01.10.1991;01.10.2000;7;15;5;C
NC;370231;Brevard, City of ;01.10.1992;01.10.2007;8;10;5;C
NC;370295;Brunswick County ;01.05.2018;01.05.2018;8;10;5; C 
NC;370036;Cabarrus County ;01.10.1991;01.05.2007;8;10;5;C
NC;370039;Caldwell County ;01.05.2000;01.05.2000;9;5;5;C
NC;370042;Camden County ;01.05.2017;01.05.2017;7;15;5;C
NC;370046;Cape Carteret, Town of ;01.10.1993;01.10.2003;8;10;5;C
NC;375347;Carolina Beach, Town of ;01.10.1993;01.10.2018;6;20;10;C
NC;370517;Carolina Shores, Town of;01.05.2020;01.05.2020;8;10;5;NA
NC;370043;Carteret County  ;01.10.1991;01.05.2017;7;15;5;C
NC;370238;Cary, Town of ;01.10.1992;01.10.1996;10;0;0;R
NC;370391;Caswell Beach, Town of ;01.10.1994;01.10.2018;6;20;10;C
NC;370465;Cedar Point, Town of ;01.10.1992;01.10.2018;9;5;5;C
NC;370159;Charlotte, City of ;01.10.1991;01.05.2017;4;30;10;C
NC;370059;Cherokee County ;01.05.2013;01.05.2013;9;5;5;C
NC;370263;Clinton, City of ;01.10.1994;01.05.2009;8;10;5;C
NC;370037;Concord, City of ;01.10.1993;01.10.2003;8;10;5;C
NC;370072;Craven County ;01.10.1991;01.10.2001;8;10;5;C
NC;370443;Creswell, Town of ;01.10.1994;01.10.1999;8;10;5;C
NC;370076;Cumberland County  ;01.10.1996;01.10.2010;8;10;5;C
NC;370078;Currituck County  ;01.10.1993;01.05.2008;8;10;5;C
NC;375348;Dare County ;01.10.1991;01.05.2017;7;15;5;C
NC;370632;Duck, Town of ;01.10.2011;01.10.2011;7;15;5;C
NC;370086;Durham, City of ;01.05.2014;01.10.2019;7;15;5;C
NC;370085;Durham County  ;01.10.1992;01.10.2008;8;10;5;C
NC;370062;Edenton, Town of ;01.10.1993;01.10.2013;8;10;5;C
NC;370047;Emerald Isle, Town of ;01.10.1993;01.10.2003;7;15;5;C
NC;370190;Farmville, Town of ;01.10.2004;01.05.2017;7;15;5;C
NC;375349;Forsyth County  ;01.10.1993;01.05.2008;8;10;5;C
NC;370099;Gaston County ;01.10.2011;01.10.2017;8;10;5;C
NC;370100;Gastonia, City of;01.10.2018;01.10.2018;9;5;5;C
NC;370255;Goldsboro, City of ;01.10.1993;01.05.2003;8;10;5;C
NC;375351;Greensboro, City of ;01.05.2009;01.05.2009;8;10;5;C
NC;370191;Greenville, City of ;01.10.1992;01.10.2007;7;15;5;C
NC;370192;Grifton, Town of ;01.10.2004;01.05.2017;7;15;5;C
NC;370111;Guilford County  ;01.10.1993;01.10.2018;7;15;5;C
NC;370265;Havelock, City of ;01.10.1995;01.10.1999;8;10;5;C
NC;375352;Holden Beach, Town of ;01.10.1991;01.10.1992;8;10;5;C
NC;370478;Huntersville, Town of;01.10.2020;01.10.2020;5;25;10;C
NC;370133;Hyde County ;01.10.1992;01.10.2019;8;10;5;C
NC;370178;Jacksonville, City of ;01.10.1991;01.05.2016;7;15;5;C
NC;375353;Kill Devil Hills, City of ;01.10.1991;01.10.2011;6;20;10;C
NC;370145;Kinston, City of ;01.10.1994;01.05.2018;7;15;5;C
NC;370439;Kitty Hawk, Town of ;01.10.1991;01.10.2002;6;20;10;C
NC;370170;Kure Beach, Town of  ;01.05.2015;01.05.2015;8;10;5;C
NC;370144;Lenoir County  ;01.10.1994;01.05.2018;8;10;5;C
NC;370081;Lexington, City of ;01.10.1993;01.05.2008;7;15;5;C 
NC;375355;Manteo, Town of ;01.10.1991;01.10.2016;7;15;5;C 
NC;370158;Mecklenburg County  ;01.10.1991;01.05.2006;6;20;10;C
NC;370426;Mesic, Town of;01.05.2019;01.05.2019;9;5;5;NA
NC;370418;Minnesott Beach, Town of ;01.10.1992;01.10.1992;9;5;5;C
NC;370048;Morehead City, Town of ;01.10.1992;01.05.2020;6;20;10;M
NC;375356;Nags Head, Town of ;01.10.1991;01.10.2001;6;20;10;C
NC;370167;Nashville, Town of ;01.10.1994;01.05.2005;8;10;5;C
NC;370074;New Bern, City of ;01.10.1992;01.05.2004;10;0;0;R
NC;370168;New Hanover County ;01.10.1991;01.10.2018;7;15;5;C
NC;370049;Newport, Town of ;01.10.1992;01.10.2007;8;10;5;C
NC;370466;North Topsail Beach, Town of ;01.10.1992;01.05.2017;5;25;10;C
NC;370523;Oak Island, Town of ;01.10.1991;01.10.2020;6;20;10;C
NC;375357;Ocean Isle Beach, Town of ;01.10.1992;01.05.2008;8;10;5;C
NC;370340;Onslow County  ;01.10.2015;01.10.2015;7;15;5;C
NC;370342;Orange County ;01.10.2011;01.05.2017;6;20;10;C
NC;370279;Oriental, Town of ;01.10.1992;01.05.2019;9;5;5;C
NC;370181;Pamlico County ;01.10.1992;01.10.2012;8;10;5;C
NC;370344;Pender County;01.10.2020;01.10.2020;7;15;5;C
NC;370267;Pine Knoll Shores, Town of ;01.10.1992;01.05.2013;6;20;10;C
NC;370160;Pineville, Town of ;01.10.1991;01.10.2020;5;25;10;C
NC;370372;Pitt County ;01.10.2002;01.10.2018;8;10;5;C
NC;370249;Plymouth, Town of ;01.10.1994;01.10.1999;8;10;5;C
NC;370243;Raleigh, City of ;01.10.1991;01.10.2014;10;0;0;R
NC;370432;River Bend, Town of ;01.05.2010;01.05.2010;8;10;5;C
NC;370092;Rocky Mount, City of ;01.10.1992;01.10.2019;7;15;5;C
NC;370421;Roper, Town of ;01.10.1994;01.10.1999;8;10;5;C
NC;370220;Sampson County  ;01.10.1994;01.10.1999;10;0;0;R
NC;370430;Southern Shores, Town of ;01.10.1992;01.05.2017;6;20;10;C
NC;370028;Southport, City of ;01.10.1991;01.05.2020;7;15;5;M
NC;370530;St. James, Town of;01.10.2020;01.10.2020;7;15;5;C
NC;370437;Stonewall, Town of ;01.10.1992;01.10.1992;9;5;5;C
NC;375359;Sunset Beach, Town of ;01.10.1991;01.05.2020;6;20;10;M
NC;370094;Tarboro, Town of ;01.10.2006;01.10.2011;7;15;5;C
NC;370187;Topsail Beach, Town of ;01.10.1992;01.05.2015;5;25;10;C
NC;370438;Vandemere, Town of ;01.10.1992;01.05.2019;9;5;5;C
NC;370368;Wake County  ;01.10.1991;01.10.1996;10;0;0;R
NC;370435;Walnut Creek, Village of ;01.10.2014;01.10.2014;8;10;5;C
NC;370017;Washington, City of ;01.10.1992;01.05.2012;7;15;5;C
NC;370247;Washington County ;01.10.1994;01.10.1999;8;10;5;C
NC;370268;Washington Park, Town of ;01.10.1992;01.10.2007;8;10;5;C
NC;370251;Watauga County ;01.10.1991;01.10.1991;9;5;5;C
NC;370254;Wayne County ;01.10.1993;01.10.2018;8;10;5;C
NC;370464;Whispering Pines, Village of ;01.10.1991;01.10.1996;10;0;0;R
NC;370071;Whiteville, City of ;01.10.1996;01.05.2020;9;5;5;C
NC;370270;Wilson, City of ;01.10.1991;01.05.2016;5;25;10;C
NC;375360;Winston-Salem, City of ;01.10.1993;01.05.2008;8;10;5;C
NC;370193;Winterville, Town of ;01.10.1993;01.10.1997;10;0;0;R
NC;375361;Wrightsville Beach, Town of ;01.10.1991;01.10.2014;7;15;5;C
ND;380149;Bismarck, City of ;01.10.2017;01.10.2017;8;10;5;C
ND;380141;Burlington, City of ;01.05.2017;01.05.2017;8;10;5;C
ND;380650;Burlington Township ;01.05.2017;01.05.2017;8;10;5;C
ND;380142;Carpio, City of  ;01.05.2017;01.05.2017;9;5;5;C
ND;380117;Dickinson, City of  ;01.05.2018;01.05.2018;9;5;5;C 
ND;380143;Donnybrook, City of  ;01.05.2017;01.05.2017;9;5;5;C
ND;385364;Fargo, City of ;01.05.2006;01.10.2017;5;25;10;C
ND;385365;Grand Forks, City of ;01.10.1991;01.10.2001;5;25;10;C
ND;385367;Minot, City of ;01.10.2016;01.05.2017;8;10;5;C
ND;380145;Sawyer, City of  ;01.05.2017;01.05.2017;9;5;5;C
ND;380002;Valley City, City of ;01.05.2017;01.05.2017;9;5;5;C
ND;385370;Ward County ;01.05.2017;01.05.2017;7;15;5;C
OH;390183;Delta, Village of ;01.10.1992;01.10.2016;8;10;5;C
OH;390038;Fairfield, City of ;01.10.1993;01.10.2020;9;5;5;C
OH;390110;Highland Heights, City of ;01.10.1991;01.10.1992;10;0;0;R
OH;390412;Kettering, City of ;01.10.1995;01.10.2000;8;10;5;C
OH;390328;Licking County  ;01.10.1993;01.05.2009;7;15;5;C
OH;390378;Medina County ;01.05.2007;01.05.2012;8;10;5;C
OH;390071;New Richmond, Village of ;01.10.1992;01.10.2002;8;10;5;C
OH;390176;Obetz, Village of ;01.10.1996;01.10.2016;10;0;0;R
OH;390737;Orange, Village of ;01.10.1991;01.10.2016;7;15;5;C
OH;390472;Ottawa, Village of ;01.10.1995;01.10.1995;9;5;5;C
OH;390432;Ottawa County  ;01.10.1992;01.10.1992;9;5;5;C
OH;390460;Preble County ;01.10.1998;01.10.1998;9;5;5;C
OH;390479;Shelby, City of ;01.10.1992;01.05.2012;8;10;5;C
OH;390131;South Euclid, City of ;01.10.1991;01.10.2016;8;10;5;C
OH;390419;West Carrollton, City of ;01.05.2002;01.05.2009;8;10;5;C
OK;400220;Bartlesville, City of ;01.10.1992;01.10.2002;7;15;5;C
OK;400207;Bixby, Town of ;01.10.1993;01.10.1998;10;0;0;R
OK;400078;Blackwell, City of ;01.10.1991;01.10.2014;10;0;0;R
OK;400236;Broken Arrow, City of ;01.10.1993;01.10.2018;7;15;5;C
OK;400234;Chickasha, City of ;01.10.1992;01.10.2014;10;0;0;R
OK;400233;Del City, City of  ;01.05.2017;01.05.2017;6;20;10;C
OK;400221;Dewey, City of ;01.10.1992;01.05.2019;10;0;0;C
OK;400252;Edmond, City of ;01.10.1993;01.10.2008;7;15;5;C
OK;400062;Enid, City of ;01.10.1993;01.05.2016;9;5;5;C
OK;400049;Lawton, City of ;01.10.1991;01.05.2009;6;20;10;C
OK;400245;Lindsay, City of ;01.10.1992;01.10.1993;10;0;0;R
OK;400046;Norman, City of ;01.10.2011;01.05.2017;6;20;10;C
OK;405378;Oklahoma City, City of ;01.05.2014;01.05.2014;8;10;5;C
OK;400080;Ponca City, City of ;01.05.2010;01.05.2014;5;25;10;C
OK;400211;Sand Springs, City of ;01.10.1991;01.05.2018;7;15;5;C
OK;400053;Sapulpa, City of ;01.10.1992;01.10.1993;10;0;0;R
OK;405380;Stillwater, City of ;01.10.1991;01.05.2017;7;15;5;C
OK;405381;Tulsa, City of ;01.10.1991;01.10.2003;2;40;10;C
OR;410137;Albany, City of ;01.10.1991;01.10.2017;5;25;10;C
OR;410090;Ashland, City of ;01.10.1991;01.10.2017;8;10;5;C
OR;410043;Bandon, City of ;01.05.2005;01.05.2010;10;0;0;R
OR;410240;Beaverton, City of ;01.10.1991;01.10.1994;10;0;0;R
OR;410008;Benton County ;01.10.2002;01.05.2018;7;15;5;C
OR;410029;Cannon Beach, City of ;01.10.1994;01.05.2019;10;0;0;C
OR;410092;Central Point, City of ;01.10.1992;01.05.2012;6;20;10;C
OR;415588;Clackamas County ;01.10.2004;01.05.2017;10;0;0;R
OR;410009;Corvallis, City of ;01.10.1991;01.05.2017;5;25;10;C
OR;410120;Cottage Grove, City of ;01.05.2018;01.10.2020;6;20;10;C 
OR;410059;Douglas County ;01.10.2000;01.10.2017;10;0;0;R
OR;410122;Eugene, City of ;01.10.1991;01.10.2001;7;15;5;C
OR;410108;Grants Pass, City of ;01.10.1992;01.05.2017;8;10;5;C
OR;410175;Heppner, City of ;01.05.2006;01.05.2016;9;5;5;C
OR;415589;Jackson County  ;01.10.1991;01.05.2002;7;15;5;C
OR;415591;Lane County ;01.05.2009;01.05.2009;7;15;5;C
OR;410154;Marion County ;01.05.2001;01.05.2007;6;20;10;C
OR;410096;Medford, City of ;01.10.1994;01.10.2014;6;20;10;C
OR;410064;Myrtle Creek, City of ;01.05.2003;01.05.2008;10;0;0;R
OR;410200;Nehalam, City of ;01.10.2003;01.05.2008;7;15;5;C
OR;410021;Oregon City, City of ;01.10.2003;01.05.2018;8;10;5;C
OR;410186;Polk County ;01.10.1991;01.10.2001;8;10;5;C
OR;410183;Portland, City of ;01.10.2001;01.10.2020;5;25;10;C
OR;410201;Rockaway Beach, City of ;01.10.2004;01.10.2013;10;0;0;R
OR;410098;Rogue River, City of ;01.10.1992;01.05.2017;8;10;5;C
OR;410067;Roseburg, City of ;01.10.1994;01.05.2019;7;15;5;C
OR;410167;Salem, City of ;01.05.2008;01.10.2016;5;25;10;C
OR;410039;Scappoose, City of ;01.10.1993;01.10.2018;8;10;5;C
OR;410144;Scio, City of ;01.05.2004;01.05.2014;10;0;0;R
OR;410257;Sheridan, City of ;01.10.2001;01.10.2016;9;5;5;C
OR;410213;Stanfield, City of ;01.10.1991;01.10.2015;10;0;0;R
OR;410100;Talent, City of ;01.10.2000;01.05.2016;8;10;5;C
OR;410202;Tillamook, City of ;01.10.2006;01.10.2016;9;5;5;C
OR;410196;Tillamook County ;01.05.2001;01.10.2013;10;0;0;R
OR;410184;Troutdale, City of ;01.05.2008;01.05.2013;7;15;5;C
PA;420159;Altoona, City of ;01.10.2012;01.10.2012;8;10;5;C
PA;421331;Bedford, Township of ;01.10.2013;01.10.2013;9;5;5;C
PA;420339;Bloomsburg, Town of ;01.10.1993;01.10.2019;7;15;5;C
PA;420403;Brookhaven, Borough of ;01.10.2016;01.10.2016;9;5;5;C
PA;422034;Chapman, Township of ;01.10.2007;01.05.2020;10;0;0;C
PA;420714;Danville, Borough of ;01.10.2006;01.10.2006;8;10;5;C
PA;421062;Etna, Borough of ;01.10.1996;01.05.2017;7;15;5;C
PA;421134;Granville, Township of ;01.10.1993;01.05.2019;10;0;0;R
PA;420608;Hanover Township ;01.10.2010;01.10.2010;9;5;5;C
PA;420380;Harrisburg, City of ;01.10.1991;01.10.2017;7;15;5;C
PA;420735;Herndon, Borough of ;01.10.2007;01.10.2019;7;15;5;C
PA;420642;Jersey Shore, Borough of ;01.10.1993;01.05.2013;8;10;5;C
PA;420612;Kingston, Borough of ;01.10.1992;01.05.2018;8;10;5;C
PA;420613;Kingston, Township of ;01.10.1992;01.05.1993;10;0;0;R
PA;420831;Lewisburg, Borough of ;01.10.1993;01.10.2003;8;10;5;C
PA;420687;Lewistown, Borough of ;01.10.1993;01.05.2010;8;10;5;C
PA;422105;Limestone, Township of ;01.10.1993;01.10.1998;10;0;0;R
PA;420191;Lower Makefield, Township of ;01.05.2016;01.05.2016;7;15;5;C
PA;421040;Loyalsock, Township of ;01.10.1994;01.05.2001;10;0;0;R
PA;425384;Milton, Borough of ;01.10.1992;01.05.2013;7;15;5;C
PA;421020;Monroe, Township of ;01.10.2007;01.10.2007;9;5;5;C
PA;420754;Newport, Borough of ;01.10.1994;01.10.2009;8;10;5;C
PA;420739;Northumberland, Borough of ;01.10.2007;01.05.2019;10;0;0;C
PA;421024;Penn, Township of ;01.10.2007;01.05.2018;8;10;5;C
PA;421026;Point, Township of ;01.10.2007;01.10.2010;10;0;0;R
PA;425387;Selinsgrove, Borough of ;01.10.2007;01.10.2007;7;15;5;C
PA;421101;Shaler, Township of ;01.10.1994;01.10.2004;8;10;5;C
PA;420743;Sunbury, City of ;01.10.2007;01.10.2007;8;10;5;C
PA;420834;Union, Township of ;01.10.1993;01.10.1998;10;0;0;R
PA;420372;Upper Allen, Township of ;01.10.1992;01.10.1997;10;0;0;R
PA;420745;Upper Augusta, Township of ;01.10.2007;01.05.2018;10;0;0;R
PA;420207;Upper Makefield, Township of ;01.10.2017;01.10.2017;9;5;5;C
PA;421119;Upper St. Clair, Township of ;01.10.1998;01.10.2009;7;15;5;C
PA;420209;Warwick, Township of ;01.05.2016;01.05.2016;7;15;5;C
PA;420628;West Pittston, Borough of;01.05.2020;01.05.2020;7;15;5;NA
PA;420631;Wilkes-Barre, City of ;01.10.1992;01.05.2013;6;20;10;C
PA;420210;Yardley, Borough of;01.05.2019;01.05.2019;9;5;5;NA
RI;445393;Bristol, Town of ;01.05.2013;01.05.2018;7;15;5;C
RI;445395;Charlestown, Town of  ;01.05.2015;01.05.2015;7;15;5;C
RI;445398;East Providence, City of ;01.05.2014;01.10.2017;8;10;5;C
RI;445401;Middletown, Town of ;01.10.1991;01.05.2000;8;10;5;C
RI;445402;Narragansett, Town of ;01.10.1992;01.05.2017;7;15;5;C
RI;445403;Newport, City of ;01.10.2017;01.10.2017;7;15;5;C 
RI;440036;New Shoreham, Town of;01.05.2019;01.05.2019;8;10;5;NA
RI;445404;North Kingstown, Town of ;01.10.1993;01.10.1993;9;5;5;C
RI;440022;Pawtucket, City of ;01.10.2014;01.10.2014;8;10;5;C
